Citation,Year,Indicator,Journal
J Clin Epidemiol. 2020 Oct;126:167-171. doi: 10.1016/j.jclinepi.2020.07.001. Epub 2020 Jul 10.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Jun;65(6):651-9. doi: 10.1016/j.jclinepi.2011.10.014. Epub 2012 Mar 16.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Oct;60(10):1029-33. doi: 10.1016/j.jclinepi.2007.03.001. Epub 2007 May 17.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 May;67(5):538-46. doi: 10.1016/j.jclinepi.2013.10.016. Epub 2014 Jan 18.,2014,1,J Clin Epidemiol
J Clin Epidemiol. 1995 Dec;48(12):1453-60. doi: 10.1016/0895-4356(95)00053-4.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Mar;64(3):270-9. doi: 10.1016/j.jclinepi.2010.03.018. Epub 2010 Aug 30.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 May;145:126-135. doi: 10.1016/j.jclinepi.2022.01.025. Epub 2022 Feb 4.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1063-71. doi: 10.1016/s0895-4356(99)00094-3.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Nov;57(11):1177-81. doi: 10.1016/j.jclinepi.2004.02.016.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Apr;49(4):473-82. doi: 10.1016/0895-4356(95)00573-0.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Dec;104:52-61. doi: 10.1016/j.jclinepi.2018.08.013. Epub 2018 Aug 23.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Mar;67(3):354-6. doi: 10.1016/j.jclinepi.2013.07.006. Epub 2013 Sep 19.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Dec;66(12):1422-6. doi: 10.1016/j.jclinepi.2013.03.010. Epub 2013 Jun 4.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Dec;54 Suppl 1(Suppl 1):S44-52. doi: 10.1016/s0895-4356(01)00446-2.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Feb;65(2):126-31. doi: 10.1016/j.jclinepi.2011.08.002. Epub 2011 Nov 9.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Oct;78:63-72. doi: 10.1016/j.jclinepi.2016.03.006. Epub 2016 Mar 26.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Feb;106:41-49. doi: 10.1016/j.jclinepi.2018.10.007. Epub 2018 Oct 17.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Jul;57(7):653-61. doi: 10.1016/j.jclinepi.2003.11.013.,2004,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Aug;56(8):775-81. doi: 10.1016/s0895-4356(03)00121-5.,2003,1,J Clin Epidemiol
J Clin Epidemiol. 2019 Apr;108:44-53. doi: 10.1016/j.jclinepi.2018.12.003. Epub 2018 Dec 8.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Nov;59(11):1183-90. doi: 10.1016/j.jclinepi.2006.02.014. Epub 2006 Aug 7.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2020 May;121:81-90. doi: 10.1016/j.jclinepi.2020.01.008. Epub 2020 Jan 28.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Dec;59(12):1239-48. doi: 10.1016/j.jclinepi.2006.03.009. Epub 2006 Aug 24.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Feb;57(2):167-73. doi: 10.1016/j.jclinepi.2003.07.004.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jul 29;162:1-9. doi: 10.1016/j.jclinepi.2023.07.012. Online ahead of print.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Feb;130:96-106. doi: 10.1016/j.jclinepi.2020.10.018. Epub 2020 Nov 1.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Jan;56(1):52-60. doi: 10.1016/s0895-4356(02)00537-1.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Dec;116:98-105. doi: 10.1016/j.jclinepi.2019.09.004. Epub 2019 Sep 12.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Mar;95:73-93. doi: 10.1016/j.jclinepi.2017.11.005. Epub 2017 Nov 14.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Feb;62(2):138-42. doi: 10.1016/j.jclinepi.2008.08.002. Epub 2008 Nov 14.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jan;60(1):18-28. doi: 10.1016/j.jclinepi.2006.02.021. Epub 2006 Sep 7.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Oct;60(10):1022-8. doi: 10.1016/j.jclinepi.2007.01.010. Epub 2007 May 25.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2008 May;61(5):440-8. doi: 10.1016/j.jclinepi.2007.06.005. Epub 2007 Oct 22.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Aug;61(8):741-7. doi: 10.1016/j.jclinepi.2008.02.013. Epub 2008 Jun 6.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jun;67(6):612-21. doi: 10.1016/j.jclinepi.2013.12.008. Epub 2014 Mar 27.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Dec;152:226-237. doi: 10.1016/j.jclinepi.2022.09.015. Epub 2022 Sep 30.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Feb;47(2):207-16. doi: 10.1016/0895-4356(94)90026-4.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Aug;88:14-20. doi: 10.1016/j.jclinepi.2017.05.003. Epub 2017 May 11.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Mar 1;53(3):323-30. doi: 10.1016/s0895-4356(99)00165-1.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Oct;61(10):971-7. doi: 10.1016/j.jclinepi.2008.05.008.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Feb;82:12-19. doi: 10.1016/j.jclinepi.2016.10.006. Epub 2016 Nov 8.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Oct;48(10):1245-50. doi: 10.1016/0895-4356(95)00016-w.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Mar;119:65-74. doi: 10.1016/j.jclinepi.2019.11.013. Epub 2019 Nov 29.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jan;66(1):95-104. doi: 10.1016/j.jclinepi.2012.09.004.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jun;86:3-10. doi: 10.1016/j.jclinepi.2017.01.016. Epub 2017 Apr 13.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Mar;48(3):407-16. doi: 10.1016/0895-4356(94)00152-g.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Apr;60(4):330-5. doi: 10.1016/j.jclinepi.2006.05.015. Epub 2007 Feb 5.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Oct;126:154-159. doi: 10.1016/j.jclinepi.2020.08.005. Epub 2020 Sep 2.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Feb;154:108-116. doi: 10.1016/j.jclinepi.2022.12.006. Epub 2022 Dec 12.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jul;159:151-158. doi: 10.1016/j.jclinepi.2023.04.001. Epub 2023 Apr 8.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Dec;92:18-28. doi: 10.1016/j.jclinepi.2017.09.003. Epub 2017 Sep 12.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Nov;48(11):1331-42. doi: 10.1016/0895-4356(95)00032-1.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Dec;49(12):1339-43. doi: 10.1016/s0895-4356(96)00298-3.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Mar;47(3):217-22; discussion 223-30. doi: 10.1016/0895-4356(94)90001-9.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Apr;84:142-149. doi: 10.1016/j.jclinepi.2017.01.003. Epub 2017 Jan 20.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Jan;50(1):31-43. doi: 10.1016/s0895-4356(96)00313-7.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Apr;52(4):355-63. doi: 10.1016/s0895-4356(98)00179-6.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jan;68(1):3-14. doi: 10.1016/j.jclinepi.2014.09.010. Epub 2014 Oct 31.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Nov 20:S0895-4356(23)00302-5. doi: 10.1016/j.jclinepi.2023.11.008. Online ahead of print.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Jul;135:42-53. doi: 10.1016/j.jclinepi.2021.01.001. Epub 2021 Jan 18.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Feb;106:60-69. doi: 10.1016/j.jclinepi.2018.10.006. Epub 2018 Oct 19.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Oct;64(10):1054-9. doi: 10.1016/j.jclinepi.2011.01.001. Epub 2011 Apr 6.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Nov;61(11):1169-75. doi: 10.1016/j.jclinepi.2007.12.001. Epub 2008 Jun 11.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Jun;57(6):571-9. doi: 10.1016/j.jclinepi.2003.11.010.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jun;86:84-90. doi: 10.1016/j.jclinepi.2016.04.016. Epub 2016 Oct 15.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1995 May;48(5):691-704. doi: 10.1016/0895-4356(94)00170-u.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Feb;59(2):114-24. doi: 10.1016/j.jclinepi.2005.07.018.,2006,1,J Clin Epidemiol
J Clin Epidemiol. 2023 Feb;154:197-203. doi: 10.1016/j.jclinepi.2022.04.002. Epub 2022 Apr 15.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Jul;49(7):765-8. doi: 10.1016/0895-4356(96)00001-7.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep;161:74-83. doi: 10.1016/j.jclinepi.2023.06.021. Epub 2023 Jul 1.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Apr;72:16-26. doi: 10.1016/j.jclinepi.2015.11.002. Epub 2015 Nov 10.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Feb;67(2):144-51. doi: 10.1016/j.jclinepi.2013.08.014. Epub 2013 Nov 22.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jun;110:23-33. doi: 10.1016/j.jclinepi.2019.02.009. Epub 2019 Feb 16.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Jan;55(1):32-40. doi: 10.1016/s0895-4356(01)00432-2.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):167-71. doi: 10.1016/0895-4356(94)00172-m.,1995,1,J Clin Epidemiol
J Clin Epidemiol. 2004 Jan;57(1):30-9. doi: 10.1016/S0895-4356(03)00254-3.,2004,1,J Clin Epidemiol
J Clin Epidemiol. 2014 Sep;67(9):1035-43. doi: 10.1016/j.jclinepi.2014.04.005. Epub 2014 May 15.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Mar;61(3):207-8. doi: 10.1016/j.jclinepi.2007.05.021. Epub 2008 Jan 7.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Feb;118:29-41. doi: 10.1016/j.jclinepi.2019.10.012. Epub 2019 Nov 5.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Dec;64(12):1325-30. doi: 10.1016/j.jclinepi.2011.06.009. Epub 2011 Sep 19.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Aug;59(8):784-90. doi: 10.1016/j.jclinepi.2005.11.018. Epub 2006 Mar 15.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Apr;47(4):355-61. doi: 10.1016/0895-4356(94)90156-2.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Dec;140:56-68. doi: 10.1016/j.jclinepi.2021.08.031. Epub 2021 Sep 3.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Jun;58(6):579-88. doi: 10.1016/j.jclinepi.2004.09.013.,2005,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Mar;63(3):257-69. doi: 10.1016/j.jclinepi.2009.04.008. Epub 2009 Aug 18.,2010,1,J Clin Epidemiol
J Clin Epidemiol. 2015 Aug;68(8):860-9. doi: 10.1016/j.jclinepi.2015.03.017. Epub 2015 Apr 2.,2015,1,J Clin Epidemiol
J Clin Epidemiol. 2018 Jan;93:45-55. doi: 10.1016/j.jclinepi.2017.10.012. Epub 2017 Oct 31.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Aug;64(8):830-42. doi: 10.1016/j.jclinepi.2010.11.017. Epub 2011 Mar 16.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Dec;65(12):1274-81. doi: 10.1016/j.jclinepi.2012.06.009. Epub 2012 Sep 6.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Mar;61(3):256-60. doi: 10.1016/j.jclinepi.2007.03.017.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Aug;66(8):818-25. doi: 10.1016/j.jclinepi.2013.02.009. Epub 2013 May 4.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Aug;57(8):785-94. doi: 10.1016/j.jclinepi.2003.12.013.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jul;99:41-52. doi: 10.1016/j.jclinepi.2018.03.003. Epub 2018 Mar 13.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jun;64(6):583-93. doi: 10.1016/j.jclinepi.2010.09.007. Epub 2010 Dec 16.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Dec;80:8-15. doi: 10.1016/j.jclinepi.2016.07.016. Epub 2016 Aug 3.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jul;75:29-39. doi: 10.1016/j.jclinepi.2016.02.001. Epub 2016 Feb 15.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jan;93:1-8. doi: 10.1016/j.jclinepi.2017.09.024. Epub 2017 Oct 7.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Mar;56(3):248-55. doi: 10.1016/s0895-4356(02)00589-9.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Feb;66(2):184-91. doi: 10.1016/j.jclinepi.2012.06.022. Epub 2012 Nov 24.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Feb;68(2):182-90. doi: 10.1016/j.jclinepi.2014.04.009. Epub 2014 Jul 14.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Oct;55(10):1046-8. doi: 10.1016/s0895-4356(02)00459-6.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Aug;100:22-31. doi: 10.1016/j.jclinepi.2018.04.005. Epub 2018 Apr 11.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Oct;65(10):1031-40. doi: 10.1016/j.jclinepi.2012.03.011. Epub 2012 Jul 17.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Jan;129:176-187. doi: 10.1016/j.jclinepi.2020.07.006. Epub 2020 Jul 16.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Dec;152:248-256. doi: 10.1016/j.jclinepi.2022.10.014. Epub 2022 Oct 20.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Jun;49(6):631-6. doi: 10.1016/0895-4356(96)00012-1.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Nov;64(11):1168-77. doi: 10.1016/j.jclinepi.2010.11.022. Epub 2011 Jun 17.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Jan;62(1):5-12. doi: 10.1016/j.jclinepi.2008.04.007. Epub 2008 Sep 7.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Apr;96:120-125. doi: 10.1016/j.jclinepi.2017.10.019. Epub 2017 Nov 4.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jul;99:53-63. doi: 10.1016/j.jclinepi.2018.02.025. Epub 2018 Mar 8.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Aug;58(8):802-8. doi: 10.1016/j.jclinepi.2004.12.010.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jul;75:16-28. doi: 10.1016/j.jclinepi.2016.01.029. Epub 2016 Feb 4.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Sep;68(9):1036-45. doi: 10.1016/j.jclinepi.2014.06.001. Epub 2015 Jul 27.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Oct;61(10):1028-35. doi: 10.1016/j.jclinepi.2007.11.015. Epub 2008 Jun 11.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Sep;54(9):907-15. doi: 10.1016/s0895-4356(01)00352-3.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2015 May;68(5):574-83. doi: 10.1016/j.jclinepi.2014.12.009. Epub 2014 Dec 30.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Dec;47(12):1333-42. doi: 10.1016/0895-4356(94)90077-9.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Aug;148:65-73. doi: 10.1016/j.jclinepi.2022.04.023. Epub 2022 Apr 25.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2001 May;54(5):440-7. doi: 10.1016/s0895-4356(00)00313-9.,2001,1,J Clin Epidemiol
J Clin Epidemiol. 2012 Mar;65(3):239-46. doi: 10.1016/j.jclinepi.2011.07.008. Epub 2011 Oct 15.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Dec;50(12):1327-38. doi: 10.1016/s0895-4356(97)00204-7.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Apr;84:70-77. doi: 10.1016/j.jclinepi.2017.01.006. Epub 2017 Jan 29.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Mar;58(3):261-8. doi: 10.1016/j.jclinepi.2004.08.010.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 May;65(5):520-5. doi: 10.1016/j.jclinepi.2011.07.014. Epub 2012 Jan 27.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Aug;58(8):757-62. doi: 10.1016/j.jclinepi.2004.10.020.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Aug;66(8 Suppl):S130-7. doi: 10.1016/j.jclinepi.2013.02.015.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Dec;61(12):1289-1295. doi: 10.1016/j.jclinepi.2008.04.001. Epub 2008 Jul 10.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Feb;106:18-31. doi: 10.1016/j.jclinepi.2018.10.001. Epub 2018 Oct 6.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Dec;57(12):1223-31. doi: 10.1016/j.jclinepi.2004.03.011.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2023 May;157:13-21. doi: 10.1016/j.jclinepi.2023.02.021. Epub 2023 Feb 22.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Dec;60(12):1220-5; discussion 1226-8. doi: 10.1016/j.jclinepi.2007.06.010. Epub 2007 Sep 24.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Feb;53(2):157-61. doi: 10.1016/s0895-4356(99)00139-0.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Jul;54(7):675-9. doi: 10.1016/s0895-4356(00)00358-9.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Dec;64(12):1341-9. doi: 10.1016/j.jclinepi.2011.04.007. Epub 2011 Jul 19.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 1992 May;45(5):495-504. doi: 10.1016/0895-4356(92)90098-8.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:160-166. doi: 10.1016/j.jclinepi.2021.08.006. Epub 2021 Aug 13.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Sep;60(9):954-62. doi: 10.1016/j.jclinepi.2005.06.015. Epub 2007 Jun 29.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Sep;113:20-27. doi: 10.1016/j.jclinepi.2019.04.022. Epub 2019 May 2.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2019 May;109:99-110. doi: 10.1016/j.jclinepi.2019.01.005. Epub 2019 Jan 30.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Feb;64(2):154-62. doi: 10.1016/j.jclinepi.2010.04.024. Epub 2010 Oct 13.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Nov;103:10-21. doi: 10.1016/j.jclinepi.2018.06.009. Epub 2018 Jun 30.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:106-120. doi: 10.1016/j.jclinepi.2021.10.001. Epub 2021 Oct 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep;161:127-139. doi: 10.1016/j.jclinepi.2023.07.019. Epub 2023 Aug 2.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jan;93:112-119. doi: 10.1016/j.jclinepi.2017.09.015. Epub 2017 Sep 22.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jun;86:39-50. doi: 10.1016/j.jclinepi.2017.05.007. Epub 2017 May 18.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Nov;61(11):1152-60. doi: 10.1016/j.jclinepi.2007.09.012. Epub 2008 Jul 10.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Mar;59(3):217-23. doi: 10.1016/j.jclinepi.2005.07.006. Epub 2005 Oct 13.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Nov;62(11):1148-56. doi: 10.1016/j.jclinepi.2009.03.020.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Sep;125:64-75. doi: 10.1016/j.jclinepi.2020.05.021. Epub 2020 May 26.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Oct;66(10):1093-104. doi: 10.1016/j.jclinepi.2013.05.014. Epub 2013 Aug 17.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Jan;49(1):1-7. doi: 10.1016/0895-4356(96)00534-3.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2018 May;97:86-94. doi: 10.1016/j.jclinepi.2017.12.003. Epub 2017 Dec 18.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Nov;115:150-159. doi: 10.1016/j.jclinepi.2019.05.027. Epub 2019 May 29.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2015 May;68(5):498-509. doi: 10.1016/j.jclinepi.2014.12.013. Epub 2015 Jan 10.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Aug;100:44-52. doi: 10.1016/j.jclinepi.2018.04.017. Epub 2018 Apr 26.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Feb;154:156-166. doi: 10.1016/j.jclinepi.2022.12.012. Epub 2022 Dec 20.,2023,0,J Clin Epidemiol
